Type,R,G,B,Difference,Reference,Python,Rust
Family,17,170,170,P→BG,5.4BG 6.2/7.9,0.1P 3.3/8.0,5.4BG 6.2/7.9
Family,17,221,85,GY→G,1.0G 7.7/15.6,7.0GY 4.5/6.7,0.9G 7.7/15.4
Family,34,68,34,PB→GY,9.2GY 2.5/5.2,9.6PB 3.4/10.2,9.2GY 2.5/5.2
Family,34,68,51,PB→G,2.6G 2.6/4.0,9.2PB 3.5/12.5,2.6G 2.6/4.0
Family,34,102,34,G→GY,9.5GY 3.7/8.2,0.1G 4.6/4.6,9.5GY 3.7/8.2
Family,34,17,85,YR→PB,8.6PB 1.1/9.1,5.1YR 2.0/6.4,8.6PB 1.2/9.1
Family,34,68,68,PB→BG,3.3BG 2.6/3.1,8.9PB 3.7/14.7,3.3BG 2.6/3.2
Family,34,17,102,YR→PB,7.8PB 1.4/11.1,3.5YR 2.0/5.7,7.8PB 1.3/11.1
Family,34,68,85,PB→B,4.9B 2.7/3.2,8.6PB 3.8/16.9,4.8B 2.7/3.2
Family,34,102,68,BG→G,2.4G 3.8/6.2,3.3BG 4.7/2.9,2.4G 3.8/6.2
Family,34,17,119,R→PB,7.4PB 1.6/13.1,9.5R 2.1/5.0,7.4PB 1.6/13.1
Family,34,102,85,B→G,7.2G 3.8/5.3,4.0B 4.7/3.2,7.2G 3.8/5.3
Family,34,34,0,R→GY,1.0GY 1.2/3.1,2.1R 2.1/5.1,1.0GY 1.2/3.1
Family,34,102,102,PB→BG,4.2BG 3.9/4.7,0.6PB 4.8/4.8,4.2BG 3.9/4.7
Family,34,34,17,RP→GY,1.5GY 1.2/2.2,4.3RP 2.2/6.0,1.5GY 1.2/2.2
Family,34,102,119,PB→B,1.4B 3.9/4.7,3.7PB 4.9/6.7,1.3B 3.9/4.7
Family,34,34,34,P→G,6.3GY 1.3/0.4,9.6P 2.3/7.2,1.4G 1.3/0.0
Family,34,68,153,GY→PB,6.4PB 3.1/11.0,1.3GY 3.4/6.3,6.4PB 3.1/11.0
Family,34,102,136,PB→B,7.2B 4.0/5.8,5.4PB 4.9/8.8,7.2B 4.0/5.8
Family,34,34,51,P→PB,7.1PB 1.4/1.8,5.5P 2.4/8.8,6.0PB 1.4/16.2
Family,34,68,170,GY→PB,6.7PB 3.2/13.1,1.4GY 3.4/5.6,6.7PB 3.2/13.1
Family,34,34,68,P→PB,7.6PB 1.5/4.1,3.0P 2.5/10.6,7.6PB 1.5/4.1
Family,34,68,187,GY→PB,6.9PB 3.4/15.1,1.5GY 3.5/4.6,6.9PB 3.4/15.1
Family,34,34,85,P→PB,7.6PB 1.6/6.5,1.5P 2.6/12.6,7.6PB 1.6/6.5
Family,34,68,204,GY→PB,7.0PB 3.5/17.1,1.8GY 3.5/3.3,7.0PB 3.5/17.1
Family,34,34,102,P→PB,7.5PB 1.7/8.8,0.6P 2.7/14.5,7.5PB 1.7/8.8
Family,34,68,221,GY→PB,7.0PB 3.7/19.1,2.5GY 3.5/2.0,7.0PB 3.7/19.1
Family,34,68,255,GY→PB,7.1PB 4.0/23.3,6.9GY 5.0/10.3,7.1PB 4.0/23.3
Family,34,102,238,B→PB,6.6PB 4.6/17.2,0.5B 6.4/5.9,6.6PB 4.6/17.2
Family,34,34,153,G→PB,7.2PB 2.3/15.2,0.8G 7.8/13.4,7.2PB 2.3/15.2
Family,34,102,255,B→PB,6.8PB 4.7/18.9,5.1B 6.5/6.6,6.8PB 4.7/18.9
Family,34,51,0,G→GY,5.2GY 1.9/5.0,1.4G 7.8/12.5,5.2GY 1.9/5.0
Family,34,119,0,B→GY,8.7GY 4.3/10.6,8.9B 6.5/8.0,8.7GY 4.3/10.6
Family,34,51,17,G→GY,6.2GY 1.9/4.2,2.2G 7.9/11.5,6.2GY 1.9/4.2
Family,34,119,17,PB→GY,9.0GY 4.3/10.2,1.4PB 6.6/9.5,9.0GY 4.3/10.2
Family,34,51,34,G→GY,8.9GY 1.9/3.1,3.4G 7.9/10.7,8.9GY 1.9/3.2
Family,34,85,51,GY→G,1.2G 3.1/5.8,8.8GY 5.1/7.5,1.2G 3.2/5.8
Family,34,119,34,PB→GY,9.6GY 4.3/9.5,3.2PB 6.7/11.0,9.6GY 4.3/9.5
Family,34,51,51,G→BG,2.3BG 2.0/2.2,4.9G 7.9/9.8,2.3BG 2.0/2.2
Family,34,119,51,GY→G,0.5G 4.3/8.7,8.5GY 6.7/14.2,0.5G 4.3/8.7
Family,34,51,68,G→B,9.5B 2.0/2.6,8.3G 8.0/9.2,9.5B 2.0/2.6
Family,34,85,85,G→BG,3.8BG 3.2/3.9,1.9G 5.1/5.4,3.8BG 3.2/3.9
Family,34,119,68,GY→G,1.6G 4.3/7.8,8.6GY 6.7/13.9,1.6G 4.3/7.8
Family,34,51,85,BG→PB,4.9PB 2.1/4.5,2.4BG 8.0/8.6,4.9PB 2.1/4.5
Family,34,85,102,G→B,2.5B 3.3/3.8,6.3G 5.2/4.6,2.5B 3.3/3.8
Family,34,119,85,GY→G,3.8G 4.4/6.8,8.8GY 6.7/13.5,3.7G 4.4/6.8
Family,34,51,102,BG→PB,6.2PB 2.2/6.6,6.1BG 8.1/8.1,6.2PB 2.2/6.6
Family,34,85,119,BG→B,9.2B 3.4/5.1,4.2BG 5.2/4.0,9.2B 3.4/5.1
Family,34,119,102,GY→G,8.6G 4.4/6.0,9.1GY 6.7/12.9,8.6G 4.4/6.0
Family,34,51,119,BG→PB,6.7PB 2.4/8.7,10.0BG 8.1/7.9,6.8PB 2.4/8.8
Family,34,85,136,B→PB,2.8PB 3.5/6.9,2.1B 5.3/4.2,2.8PB 3.5/6.9
Family,34,119,119,GY→BG,4.5BG 4.5/5.5,9.6GY 6.7/12.2,4.5BG 4.5/5.5
Family,34,51,136,B→PB,6.9PB 2.5/10.8,3.4B 8.2/8.1,6.9PB 2.5/10.9
Family,34,85,153,B→PB,5.0PB 3.6/9.0,8.1B 5.3/5.4,5.0PB 3.6/9.0
Family,34,119,136,G→B,0.5B 4.5/5.4,0.2G 6.7/11.3,0.5B 4.5/5.5
Family,34,51,153,GY→PB,7.0PB 2.6/13.0,9.2GY 8.3/17.5,7.0PB 2.6/13.0
Family,34,119,153,G→B,5.9B 4.6/6.3,0.9G 6.7/10.4,5.9B 4.6/6.3
Family,34,51,170,GY→PB,7.1PB 2.8/15.1,9.3GY 8.3/17.3,7.1PB 2.8/15.0
Family,34,119,170,G→PB,0.0PB 4.7/7.8,1.9G 6.8/9.5,0.0PB 4.7/7.7
Family,34,51,187,GY→PB,7.1PB 3.0/17.1,9.4GY 8.3/17.0,7.1PB 3.0/17.1
Family,34,119,187,G→PB,2.4PB 4.8/9.6,3.5G 6.8/8.7,2.5PB 4.7/9.6
Family,34,51,204,GY→PB,7.1PB 3.1/19.2,9.6GY 8.3/16.5,7.1PB 3.2/19.2
Family,34,119,204,G→PB,4.4PB 4.8/11.6,6.1G 6.8/7.9,4.4PB 4.8/11.6
Family,34,51,221,GY→PB,7.1PB 3.3/21.1,9.9GY 8.3/15.9,7.1PB 3.3/21.1
Family,34,119,221,BG→PB,5.5PB 4.9/13.6,0.8BG 6.9/7.2,5.5PB 4.9/13.5
Family,34,68,0,G→GY,6.8GY 2.5/6.7,0.2G 8.3/15.2,6.8GY 2.5/6.7
Family,34,85,255,GY→PB,7.0PB 4.3/20.9,7.6GY 5.6/11.5,7.0PB 4.3/20.9
Family,34,119,238,BG→PB,6.0PB 5.0/15.4,5.5BG 6.9/6.9,6.0PB 5.0/15.4
Family,34,68,17,G→GY,7.5GY 2.5/6.1,0.7G 8.4/14.5,7.5GY 2.5/6.1
Family,34,119,255,B→PB,6.4PB 5.2/17.1,0.2B 7.0/6.9,6.4PB 5.2/17.1
Family,34,136,0,G→GY,9.0GY 4.8/11.9,1.2G 8.4/13.7,9.0GY 4.8/11.9
Family,34,170,187,GY→BG,9.7BG 6.3/7.5,8.0GY 5.6/10.7,9.7BG 6.3/7.5
Family,34,221,102,B→G,1.4G 7.7/14.7,4.3B 7.0/7.3,1.3G 7.7/14.4
Family,34,136,17,G→GY,9.2GY 4.8/11.5,1.9G 8.4/12.8,9.2GY 4.9/11.5
Family,34,170,204,GY→B,3.7B 6.3/7.9,8.5GY 5.6/9.9,3.7B 6.4/7.9
Family,34,221,119,B→G,2.0G 7.8/13.8,7.8B 7.1/8.3,2.0G 7.7/13.6
Family,34,136,34,G→GY,9.7GY 4.9/10.9,2.7G 8.4/11.8,9.7GY 4.9/11.0
Family,34,170,221,GY→B,6.9B 6.4/8.9,9.2GY 5.6/9.0,6.9B 6.4/8.9
Family,34,221,136,PB→G,2.9G 7.8/12.8,0.4PB 7.2/9.6,2.8G 7.8/12.7
Family,34,170,238,G→B,9.8B 6.5/10.2,0.2G 5.6/8.1,9.8B 6.5/10.2
Family,34,221,153,GY→G,4.1G 7.8/11.9,8.8GY 7.2/15.5,4.0G 7.8/11.7
Family,34,170,255,G→PB,1.7PB 6.6/11.6,1.4G 5.7/7.1,1.7PB 6.6/11.6
Family,34,221,170,GY→G,6.0G 7.8/11.1,8.9GY 7.2/15.3,6.0G 7.8/11.1
Family,34,187,0,G→GY,9.5GY 6.5/15.5,3.6G 5.7/6.2,9.5GY 6.5/15.5
Family,34,221,187,GY→G,9.3G 7.9/10.4,9.0GY 7.2/14.9,9.3G 7.9/10.4
Family,34,136,102,BG→G,4.8G 5.0/7.5,2.9BG 8.6/8.9,4.8G 5.0/7.6
Family,34,187,17,G→GY,9.6GY 6.5/15.2,8.3G 5.7/5.4,9.6GY 6.5/15.2
Family,34,221,204,GY→BG,3.0BG 7.9/9.8,9.3GY 7.2/14.3,3.0BG 7.9/9.9
Family,34,136,119,BG→G,9.7G 5.0/6.9,6.3BG 8.6/8.4,9.7G 5.0/6.9
Family,34,187,34,BG→GY,9.8GY 6.5/14.8,4.7BG 5.8/5.0,9.8GY 6.6/14.8
Family,34,221,221,GY→BG,6.2BG 8.0/9.4,9.7GY 7.2/13.6,6.2BG 8.0/9.4
Family,34,136,136,B→BG,4.8BG 5.0/6.4,0.0B 8.7/8.2,4.8BG 5.1/6.4
Family,34,187,51,B→G,0.2G 6.6/14.2,1.1B 5.8/5.0,0.1G 6.6/14.2
Family,34,221,238,G→BG,9.7BG 8.0/9.1,0.2G 7.3/12.8,9.7BG 8.0/9.1
Family,34,136,153,GY→B,0.0B 5.1/6.2,9.4GY 8.8/18.3,0.0B 5.1/6.2
Family,34,187,68,B→G,0.6G 6.6/13.5,6.5B 5.9/6.0,0.5G 6.6/13.5
Family,34,221,255,G→B,2.8B 8.1/9.2,0.8G 7.3/11.9,2.8B 8.1/9.2
Family,34,136,170,GY→B,4.9B 5.2/6.8,9.4GY 8.8/18.1,4.8B 5.2/6.9
Family,34,187,85,PB→G,1.1G 6.6/12.7,0.2PB 6.0/7.6,1.1G 6.6/12.7
Family,34,238,0,G→GY,9.8GY 8.2/18.4,1.6G 7.3/11.0,9.8GY 8.2/18.5
Family,34,136,187,GY→B,8.8B 5.2/8.2,9.5GY 8.8/17.8,8.8B 5.2/8.2
Family,34,187,102,PB→G,1.9G 6.6/11.8,2.5PB 6.1/9.4,1.9G 6.6/11.8
Family,34,238,17,G→GY,9.8GY 8.2/18.3,2.7G 7.3/10.1,9.8GY 8.2/18.3
Family,34,136,204,GY→PB,1.4PB 5.3/9.8,9.7GY 8.9/17.4,1.5PB 5.3/9.9
Family,34,187,119,PB→G,3.0G 6.7/11.0,4.3PB 6.1/11.1,3.0G 6.6/11.0
Family,34,238,34,G→GY,10.0GY 8.2/17.9,4.3G 7.4/9.3,10.0GY 8.2/17.9
Family,34,136,221,GY→PB,3.4PB 5.4/11.6,9.9GY 8.9/16.8,3.4PB 5.4/11.6
Family,34,187,136,PB→G,4.6G 6.7/10.2,5.4PB 6.2/12.7,4.6G 6.7/10.2
Family,34,136,238,G→PB,5.0PB 5.5/13.3,0.2G 8.9/16.2,5.0PB 5.5/13.3
Family,34,187,153,GY→G,7.8G 6.7/9.4,8.1GY 6.1/12.9,7.8G 6.7/9.4
Family,34,238,68,BG→G,0.4G 8.2/17.1,1.7BG 7.5/7.9,0.4G 8.2/17.0
Family,34,136,255,G→PB,5.6PB 5.6/15.0,0.6G 8.9/15.5,5.6PB 5.6/15.0
Family,34,187,170,GY→BG,1.9BG 6.8/8.7,8.2GY 6.1/12.7,1.9BG 6.8/8.7
Family,34,238,85,BG→G,0.8G 8.3/16.4,5.8BG 7.5/7.5,0.7G 8.3/16.3
Family,34,153,0,G→GY,9.2GY 5.4/13.2,1.0G 8.9/14.7,9.2GY 5.4/13.2
Family,34,187,187,GY→BG,5.7BG 6.8/8.3,8.5GY 6.1/12.2,5.7BG 6.8/8.3
Family,34,238,102,BG→G,1.2G 8.3/15.7,10.0BG 7.6/7.4,1.1G 8.3/15.5
Family,34,153,17,G→GY,9.4GY 5.4/12.8,1.6G 8.9/13.8,9.4GY 5.4/12.8
Family,34,187,204,GY→BG,9.6BG 6.9/8.2,8.8GY 6.1/11.5,9.6BG 6.9/8.2
Family,34,238,119,B→G,1.8G 8.3/14.8,3.8B 7.6/7.7,1.7G 8.3/14.7
Family,34,153,34,G→GY,9.7GY 5.4/12.2,2.3G 9.0/13.0,9.7GY 5.4/12.3
Family,34,187,221,GY→B,3.3B 6.9/8.5,9.4GY 6.2/10.7,3.2B 6.9/8.6
Family,34,238,136,B→G,2.4G 8.3/13.9,6.9B 7.7/8.5,2.4G 8.3/13.9
Family,34,187,238,G→B,6.3B 7.0/9.3,0.2G 6.2/9.8,6.2B 7.0/9.3
Family,34,238,153,GY→G,3.4G 8.3/13.1,9.0GY 7.8/16.6,3.3G 8.3/12.9
Family,34,187,255,G→B,9.0B 7.1/10.3,1.1G 6.2/8.8,9.0B 7.1/10.4
Family,34,238,170,GY→G,4.5G 8.4/12.1,9.1GY 7.8/16.4,4.5G 8.4/12.0
Family,34,204,0,G→GY,9.6GY 7.1/16.7,2.4G 6.2/7.9,9.6GY 7.1/16.7
Family,34,238,187,GY→G,6.8G 8.4/11.3,9.2GY 7.8/16.0,6.8G 8.4/11.3
Family,34,204,17,G→GY,9.7GY 7.1/16.5,4.8G 6.3/7.0,9.7GY 7.1/16.5
Family,34,238,204,GY→G,9.8G 8.5/10.7,9.5GY 7.8/15.5,9.8G 8.5/10.7
Family,34,153,119,BG→G,5.9G 5.5/8.1,3.2BG 9.1/10.6,5.9G 5.5/8.1
Family,34,204,34,G→GY,9.9GY 7.1/16.0,9.7G 6.3/6.3,9.9GY 7.1/16.0
Family,34,238,221,GY→BG,3.3BG 8.5/10.1,9.8GY 7.8/14.8,3.3BG 8.5/10.1
Family,34,204,51,BG→G,0.2G 7.1/15.6,5.1BG 6.4/5.9,0.1G 7.1/15.5
Family,34,238,238,G→BG,6.4BG 8.6/9.6,0.2G 7.8/14.2,6.4BG 8.6/9.6
Family,34,153,153,YR→BG,5.0BG 5.6/6.9,1.5YR 1.9/9.6,5.0BG 5.6/6.9
Family,34,204,68,PB→G,0.5G 7.1/15.0,10.0PB 3.4/20.1,0.5G 7.1/14.9
Family,34,238,255,P→BG,9.7BG 8.6/9.2,3.3P 3.8/3.6,9.7BG 8.6/9.2
Family,34,153,170,R→BG,9.8BG 5.7/6.8,9.8R 1.9/9.2,9.8BG 5.7/6.8
Family,34,204,85,PB→G,1.0G 7.2/14.3,9.5PB 3.6/22.0,0.9G 7.2/14.1
Family,34,255,0,P→GY,9.8GY 8.8/19.2,1.2P 3.9/5.9,9.8GY 8.8/19.2
Family,34,153,187,R→B,4.2B 5.8/7.3,6.2R 2.0/8.9,4.2B 5.8/7.4
Family,34,204,102,PB→G,1.6G 7.2/13.3,9.1PB 3.7/23.9,1.5G 7.2/13.2
Family,34,255,17,P→GY,9.9GY 8.8/19.0,0.3P 4.0/8.3,9.9GY 8.8/19.0
Family,34,153,204,R→B,7.7B 5.8/8.6,1.7R 2.0/9.1,7.7B 5.8/8.6
Family,34,204,119,PB→G,2.4G 7.2/12.3,8.8PB 3.9/25.7,2.4G 7.2/12.3
Family,34,255,34,PB→GY,10.0GY 8.8/18.7,9.9PB 4.1/10.5,10.0GY 8.8/18.7
Family,34,153,221,RP→PB,0.6PB 5.9/10.2,6.8RP 2.1/9.7,0.6PB 5.9/10.2
Family,34,204,136,YR→G,3.6G 7.2/11.5,6.7YR 2.7/6.7,3.5G 7.2/11.4
Family,34,255,51,PB→G,0.1G 8.8/18.3,9.5PB 4.2/12.6,0.1G 8.8/18.3
Family,34,153,238,RP→PB,2.5PB 6.0/11.7,2.6RP 2.2/10.6,2.5PB 6.0/11.7
Family,34,204,153,YR→G,5.2G 7.3/10.7,5.5YR 2.7/6.0,5.2G 7.3/10.7
Family,34,255,68,PB→G,0.3G 8.8/17.8,9.2PB 4.3/14.7,0.3G 8.8/17.7
Family,34,153,255,P→PB,4.1PB 6.1/13.3,9.7P 2.3/11.7,4.1PB 6.1/13.3
Family,34,204,170,YR→G,8.6G 7.3/9.9,3.3YR 2.7/5.2,8.6G 7.3/9.9
Family,34,255,85,PB→G,0.6G 8.8/17.1,9.0PB 4.4/16.8,0.6G 8.8/17.1
Family,34,170,0,P→GY,9.4GY 6.0/14.4,6.6P 2.4/13.2,9.4GY 6.0/14.4
Family,34,204,187,R→BG,2.5BG 7.3/9.3,8.1R 2.8/4.4,2.5BG 7.4/9.3
Family,34,255,102,PB→G,1.0G 8.8/16.4,8.8PB 4.5/18.7,1.0G 8.8/16.4
Family,34,170,17,P→GY,9.5GY 6.0/14.1,4.2P 2.5/14.8,9.5GY 6.0/14.1
Family,34,204,204,RP→BG,6.0BG 7.4/8.9,9.8RP 2.8/4.6,6.0BG 7.4/8.9
Family,34,255,119,PB→G,1.5G 8.8/15.7,8.6PB 4.7/20.5,1.5G 8.8/15.6
Family,34,170,34,P→GY,9.8GY 6.0/13.6,2.6P 2.7/16.5,9.8GY 6.0/13.6
Family,34,204,221,RP→BG,9.6BG 7.5/8.7,3.3RP 2.9/5.5,9.6BG 7.5/8.7
Family,34,255,136,GY→G,2.1G 8.8/14.8,1.3GY 4.1/7.2,2.1G 8.9/14.8
Family,34,204,238,P→B,3.0B 7.5/8.8,9.1P 2.9/6.8,3.0B 7.5/8.9
Family,34,255,153,GY→G,2.9G 8.9/14.1,1.4GY 4.1/6.6,2.8G 8.9/13.9
Family,34,204,255,P→B,5.6B 7.6/9.4,5.8P 3.0/8.6,5.6B 7.6/9.4
Family,34,255,170,GY→G,3.8G 8.9/13.2,1.5GY 4.1/5.6,3.7G 8.9/13.0
Family,34,170,85,P→G,1.3G 6.0/11.4,0.0P 3.2/21.9,1.4G 6.0/11.4
Family,34,221,0,P→GY,9.7GY 7.7/17.6,3.5P 3.1/10.5,9.7GY 7.7/17.6
Family,34,255,187,GY→G,4.9G 8.9/12.2,1.7GY 4.1/4.5,4.9G 8.9/12.2
Family,34,170,102,PB→G,2.3G 6.1/10.5,9.5PB 3.4/23.5,2.4G 6.1/10.6
Family,34,221,17,P→GY,9.8GY 7.7/17.4,2.0P 3.2/12.6,9.8GY 7.7/17.4
Family,34,255,204,GY→G,7.5G 9.0/11.5,2.0GY 4.2/3.2,7.5G 9.0/11.5
Family,34,170,119,PB→G,4.0G 6.1/9.7,9.1PB 3.5/25.1,4.0G 6.1/9.7
Family,34,221,34,P→GY,9.9GY 7.7/17.0,1.1P 3.4/14.5,9.9GY 7.7/17.0
Family,34,170,136,PB→G,6.9G 6.1/8.9,8.8PB 3.7/26.9,6.9G 6.1/8.9
Family,34,221,51,P→G,0.1G 7.7/16.6,0.4P 3.5/16.6,0.1G 7.7/16.5
Family,34,170,153,YR→BG,1.3BG 6.2/8.1,2.0YR 2.1/8.8,1.3BG 6.2/8.1
Family,34,221,68,PB→G,0.5G 7.7/16.1,9.8PB 3.6/18.6,0.4G 7.7/15.9
Family,34,170,170,YR→BG,5.4BG 6.2/7.6,0.4YR 2.1/8.4,5.4BG 6.2/7.6
Family,34,221,85,PB→G,0.9G 7.7/15.4,9.4PB 3.8/20.5,0.8G 7.7/15.2
Family,51,0,85,PB→P,1.5P 1.1/10.8,7.6PB 4.4/3.7,1.5P 1.1/10.8
Family,51,51,102,R→PB,7.9PB 2.4/6.2,6.9R 2.1/8.0,7.9PB 2.4/6.2
Family,51,51,119,R→PB,7.9PB 2.5/8.4,2.3R 2.2/8.0,7.9PB 2.5/8.5
Family,51,51,136,RP→PB,7.8PB 2.6/10.6,7.1RP 2.2/8.5,7.8PB 2.6/10.6
Family,51,85,238,Y→PB,7.2PB 4.2/19.0,1.6Y 3.1/6.4,7.2PB 4.2/19.0
Family,51,51,153,RP→PB,7.7PB 2.8/12.9,2.6RP 2.3/9.4,7.7PB 2.7/12.9
Family,51,85,255,Y→PB,7.2PB 4.4/20.8,0.9Y 3.1/5.7,7.2PB 4.4/20.8
Family,51,51,170,P→PB,7.6PB 2.9/14.9,9.6P 2.4/10.7,7.6PB 2.9/14.9
Family,51,102,0,YR→GY,7.4GY 3.8/8.7,9.4YR 3.2/4.7,7.4GY 3.8/8.7
Family,51,51,187,P→PB,7.5PB 3.1/17.0,6.4P 2.5/12.2,7.5PB 3.1/17.0
Family,51,102,17,YR→GY,7.8GY 3.8/8.2,6.2YR 3.2/3.5,7.8GY 3.8/8.3
Family,51,51,204,P→PB,7.4PB 3.2/19.1,4.1P 2.6/13.8,7.4PB 3.2/19.0
Family,51,102,34,R→GY,8.5GY 3.8/7.5,8.5R 3.2/2.6,8.5GY 3.8/7.5
Family,51,17,34,PB→R,1.2R 1.0/3.4,8.4PB 5.0/18.7,4.9R 1.0/3.1
Family,51,51,221,P→PB,7.4PB 3.4/20.9,2.5P 2.8/15.7,7.4PB 3.4/20.9
Family,51,102,51,RP→GY,9.8GY 3.8/6.5,5.6RP 3.3/3.0,9.8GY 3.8/6.5
Family,51,17,51,GY→RP,0.8RP 1.1/4.7,4.1GY 4.6/8.2,0.8RP 1.1/4.7
Family,51,102,68,P→G,1.5G 3.8/5.5,9.1P 3.3/4.2,1.5G 3.8/5.5
Family,51,17,68,GY→P,3.8P 1.2/6.8,4.3GY 4.6/7.7,3.8P 1.2/6.8
Family,51,51,255,P→PB,7.3PB 3.8/24.8,0.6P 3.1/19.5,7.3PB 3.8/24.8
Family,51,102,85,P→G,5.8G 3.9/4.6,5.1P 3.4/6.1,5.8G 3.9/4.6
Family,51,17,85,GY→P,1.2P 1.4/8.8,4.6GY 4.6/7.0,1.2P 1.4/8.8
Family,51,68,0,PB→GY,4.8GY 2.6/5.9,9.5PB 3.4/22.9,4.8GY 2.6/5.9
Family,51,102,102,P→BG,4.0BG 3.9/3.9,2.8P 3.5/8.2,4.0BG 3.9/3.9
Family,51,17,102,GY→PB,9.8PB 1.6/10.8,5.1GY 4.6/6.0,9.8PB 1.5/10.8
Family,51,68,17,PB→GY,5.3GY 2.6/5.2,9.1PB 3.6/24.7,5.4GY 2.6/5.2
Family,51,102,119,P→B,2.4B 4.0/4.0,1.5P 3.6/10.3,2.3B 4.0/4.0
Family,51,17,119,GY→PB,8.9PB 1.7/13.0,5.7GY 4.7/4.9,8.9PB 1.7/12.9
Family,51,68,34,PB→GY,6.4GY 2.6/4.2,8.8PB 3.8/26.4,6.5GY 2.6/4.2
Family,51,102,136,P→B,8.7B 4.0/5.4,0.7P 3.7/12.6,8.7B 4.0/5.4
Family,51,17,136,GY→PB,8.4PB 1.9/15.2,7.0GY 4.7/3.8,8.3PB 1.9/15.1
Family,51,68,51,YR→GY,9.3GY 2.7/3.0,3.5YR 2.3/7.6,9.3GY 2.7/3.0
Family,51,102,153,P→PB,2.4PB 4.1/7.2,0.1P 3.8/14.8,2.4PB 4.1/7.1
Family,51,17,153,GY→PB,8.0PB 2.1/16.9,10.0GY 4.7/2.6,7.9PB 2.1/16.9
Family,51,68,68,YR→BG,1.8BG 2.7/2.0,2.3YR 2.3/7.1,2.3BG 2.7/-0.5
Family,51,68,85,R→B,9.0B 2.8/2.3,9.2R 2.4/6.5,8.9B 2.8/2.3
Family,51,17,187,B→PB,7.5PB 2.6/20.3,7.6B 4.8/2.3,7.5PB 2.6/20.0
Family,51,68,102,R→PB,4.5PB 2.9/4.1,3.8R 2.4/6.4,4.4PB 2.9/4.1
Family,51,68,119,RP→PB,6.1PB 3.0/6.3,7.8RP 2.5/6.8,6.1PB 2.9/6.3
Family,51,34,0,PB→Y,3.7Y 1.4/3.1,5.8PB 5.0/6.3,3.7Y 1.4/3.1
Family,51,68,136,RP→PB,6.8PB 3.0/8.6,2.8RP 2.5/7.7,6.8PB 3.1/8.6
Family,51,102,238,Y→PB,6.8PB 4.7/17.1,7.0Y 3.6/6.3,6.8PB 4.7/17.1
Family,51,34,17,PB→Y,1.1Y 1.4/2.2,6.7PB 5.0/8.5,1.0Y 1.5/2.2
Family,51,68,153,P→PB,7.1PB 3.2/10.7,9.4P 2.6/9.0,7.1PB 3.2/10.8
Family,51,102,255,Y→PB,7.0PB 4.8/18.9,6.7Y 3.6/5.7,7.0PB 4.8/18.9
Family,51,34,34,PB→Y,2.7YR 1.5/1.3,7.2PB 5.1/10.7,0.0Y 1.5/-8.5
Family,51,68,170,P→PB,7.2PB 3.3/12.9,6.2P 2.7/10.6,7.2PB 3.3/12.9
Family,51,119,0,Y→GY,8.0GY 4.3/10.1,6.2Y 3.6/4.7,8.1GY 4.3/10.1
Family,51,34,51,PB→RP,0.4RP 1.6/1.8,7.5PB 5.2/12.6,1.9RP 1.6/-1.6
Family,51,68,187,P→PB,7.3PB 3.4/14.9,3.9P 2.8/12.5,7.3PB 3.4/14.9
Family,51,119,17,Y→GY,8.3GY 4.3/9.7,4.9Y 3.6/3.5,8.4GY 4.3/9.7
Family,51,34,68,PB→P,2.4P 1.6/4.0,7.7PB 5.3/14.5,2.4P 1.7/4.0
Family,51,68,204,P→PB,7.3PB 3.6/17.0,2.3P 3.0/14.4,7.3PB 3.6/17.0
Family,51,119,34,Y→GY,8.9GY 4.3/9.0,2.1Y 3.7/2.2,8.9GY 4.3/9.0
Family,51,34,85,PB→P,0.2P 1.8/6.5,7.9PB 5.4/16.3,0.3P 1.8/6.5
Family,51,68,221,P→PB,7.3PB 3.7/19.0,1.3P 3.1/16.3,7.3PB 3.7/19.0
Family,51,34,102,P→PB,9.3PB 1.9/8.8,0.5P 3.3/18.3,9.4PB 1.9/8.8
Family,51,119,68,GY→G,1.0G 4.4/7.2,5.7GY 5.1/9.6,1.0G 4.4/7.2
Family,51,34,119,B→PB,8.7PB 2.0/11.1,1.1B 6.5/5.1,8.7PB 2.1/11.1
Family,51,68,255,G→PB,7.3PB 4.1/23.2,0.4G 7.9/12.8,7.3PB 4.1/23.2
Family,51,119,85,GY→G,2.9G 4.4/6.2,5.8GY 5.1/9.2,2.8G 4.4/6.2
Family,51,34,136,B→PB,8.3PB 2.2/13.1,6.4B 6.6/6.0,8.2PB 2.2/13.1
Family,51,85,0,G→GY,6.5GY 3.2/7.6,1.0G 7.9/11.9,6.5GY 3.2/7.6
Family,51,119,102,GY→G,7.7G 4.5/5.3,6.1GY 5.1/8.6,7.7G 4.5/5.4
Family,51,85,17,G→GY,6.9GY 3.2/7.0,1.8G 7.9/11.0,6.9GY 3.2/7.0
Family,51,119,119,GY→BG,4.3BG 4.5/4.9,6.5GY 5.2/7.7,4.3BG 4.5/4.9
Family,51,85,34,G→GY,7.8GY 3.2/6.0,2.9G 8.0/10.1,7.8GY 3.2/6.1
Family,51,119,136,GY→B,1.1B 4.6/4.9,7.2GY 5.2/6.7,1.1B 4.6/4.9
Family,51,85,51,G→GY,9.6GY 3.2/4.9,4.5G 8.0/9.2,9.6GY 3.2/4.9
Family,51,119,153,GY→B,6.8B 4.6/5.9,8.3GY 5.2/5.6,6.8B 4.6/5.9
